13.04.2024,Groceries,"17,60",,7,.04.24
14.04.2024,Transport,"15,80",,1,.04.24
14.04.2024,Groceries,"25,95",,1,.04.24
14.04.2024,Groceries,"62,24",,1,.04.24
14.04.2024,Groceries,"57,02",,1,.04.24
14.04.2024,Health,"55,53",,1,.04.24
14.04.2024,Groceries,"17,35",,1,.04.24
14.04.2024,Delivery,"33,73",,1,.04.24
14.04.2024,Regular,"8,99",Wolt,1,.04.24
14.04.2024,Regular,"13,00",spotify,1,.04.24
15.04.2024,Transport,"9,20",,2,.04.24
15.04.2024,Delivery,"20,40",,2,.04.24
15.04.2024,Regular,"63,02",MacCleaner Pro,2,.04.24
15.04.2024,Transport,"20,00",,2,.04.24
15.04.2024,Bad habits,"7,80",,2,.04.24
15.04.2024,Delivery,"27,30",,2,.04.24
15.04.2024,Hobby,"20,00",volley,2,.04.24
15.04.2024,Groceries,"1,55",,2,.04.24
16.04.2024,Delivery,"49,99",,3,.04.24
16.04.2024,Groceries,"11,83",,3,.04.24
16.04.2024,Hobby,"27,50",refactoring guru book,3,.04.24
16.04.2024,Transport,"17,40",,3,.04.24
16.04.2024,Regular,"106,60",Illustrator,3,.04.24
16.04.2024,Regular,"140,00",Психолог ,3,.04.24
16.04.2024,Hobby,"110,00",,3,.04.24
16.04.2024,Groceries,"22,10",,3,.04.24
17.04.2024,Clothes,"126,00",,4,.04.24
17.04.2024,Groceries,"14,39",,4,.04.24
17.04.2024,Transport,"10,40",,4,.04.24
17.04.2024,Transport,"9,60",,4,.04.24
17.04.2024,Bad habits,"7,80",,4,.04.24
17.04.2024,Delivery,"42,99",,4,.04.24
17.04.2024,Groceries,"1,75",,4,.04.24
18.04.2024,Hobby,"31,00",Udemy,5,.04.24
18.04.2024,Transport,"8,90",,5,.04.24
18.04.2024,Regular,"9,10",Apple Eugene,5,.04.24
18.04.2024,Delivery,"63,99",,5,.04.24
18.04.2024,Transport,"19,80",,5,.04.24
18.04.2024,Gifts,"105,00",,5,.04.24
